Suburb,Price,Date,Dayofweek
Carnegie,920000,17/06/2017,Saturday
Carnegie,1550000,17/06/2017,Saturday
Caulfield South,295000,17/06/2017,Saturday
Caulfield South,1237000,17/06/2017,Saturday
Chadstone,740000,17/06/2017,Saturday
Cheltenham,1120000,17/06/2017,Saturday
Cheltenham,1051000,17/06/2017,Saturday
Cheltenham,760000,17/06/2017,Saturday
Cheltenham,1170000,17/06/2017,Saturday
Cheltenham,861000,17/06/2017,Saturday
Cheltenham,535000,17/06/2017,Saturday
Clayton,1361000,17/06/2017,Saturday
Clayton,1462000,17/06/2017,Saturday
Coburg,421200,17/06/2017,Saturday
Coburg,1100000,17/06/2017,Saturday
Croydon,567000,17/06/2017,Saturday
Croydon,862000,17/06/2017,Saturday
Croydon North,820000,17/06/2017,Saturday
Croydon North,1350000,17/06/2017,Saturday
Croydon North,859000,17/06/2017,Saturday
Doncaster,1202000,17/06/2017,Saturday
Doncaster,1120000,17/06/2017,Saturday
Doncaster,885000,17/06/2017,Saturday
Doncaster East,1500000,17/06/2017,Saturday
Doncaster East,1504000,17/06/2017,Saturday
Doncaster East,850000,17/06/2017,Saturday
Doncaster East,1241000,17/06/2017,Saturday
Doncaster East,1125000,17/06/2017,Saturday
East Melbourne,1875000,17/06/2017,Saturday
East Melbourne,1350000,17/06/2017,Saturday
Elsternwick,1460000,17/06/2017,Saturday
Elsternwick,550000,17/06/2017,Saturday
Elwood,810000,17/06/2017,Saturday
Elwood,1255000,17/06/2017,Saturday
Elwood,550000,17/06/2017,Saturday
Elwood,543000,17/06/2017,Saturday
Elwood,1950000,17/06/2017,Saturday
Essendon,580000,17/06/2017,Saturday
Essendon,970000,17/06/2017,Saturday
Essendon,1100000,17/06/2017,Saturday
Essendon,485000,17/06/2017,Saturday
Essendon,1195000,17/06/2017,Saturday
Essendon,1155000,17/06/2017,Saturday
Essendon North,800000,17/06/2017,Saturday
Essendon North,685000,17/06/2017,Saturday
Fairfield,667000,17/06/2017,Saturday
Ferntree Gully,1100000,17/06/2017,Saturday
Fitzroy,1394000,17/06/2017,Saturday
Fitzroy North,1600000,17/06/2017,Saturday
Fitzroy North,620000,17/06/2017,Saturday
Fitzroy North,1270000,17/06/2017,Saturday
Footscray,240000,17/06/2017,Saturday
Footscray,855000,17/06/2017,Saturday
Footscray,310000,17/06/2017,Saturday
Footscray,910000,17/06/2017,Saturday
Forest Hill,1177000,17/06/2017,Saturday
Forest Hill,1131000,17/06/2017,Saturday
Glen Waverley,3056000,17/06/2017,Saturday
Glen Waverley,1900000,17/06/2017,Saturday
Glen Waverley,2650000,17/06/2017,Saturday
Glen Waverley,655000,17/06/2017,Saturday
Glen Waverley,1550000,17/06/2017,Saturday
Glen Waverley,1715000,17/06/2017,Saturday
Glenroy,780000,17/06/2017,Saturday
Glenroy,422000,17/06/2017,Saturday
Glenroy,780000,17/06/2017,Saturday
Gowanbrae,945000,17/06/2017,Saturday
Hadfield,785000,17/06/2017,Saturday
Hadfield,810000,17/06/2017,Saturday
Hampton,970000,17/06/2017,Saturday
Hampton,805000,17/06/2017,Saturday
Hampton,2120000,17/06/2017,Saturday
Hampton,2100000,17/06/2017,Saturday
Heathmont,655000,17/06/2017,Saturday
Heathmont,670000,17/06/2017,Saturday
Highett,1155000,17/06/2017,Saturday
Highett,1220000,17/06/2017,Saturday
Highett,548000,17/06/2017,Saturday
Hillside,935000,17/06/2017,Saturday
Huntingdale,1093800,17/06/2017,Saturday
Huntingdale,1145000,17/06/2017,Saturday
Keilor Downs,550000,17/06/2017,Saturday
Keilor East,1120000,17/06/2017,Saturday
Keilor East,1001000,17/06/2017,Saturday
Keilor Park,690000,17/06/2017,Saturday
Kensington,1070000,17/06/2017,Saturday
Kensington,730000,17/06/2017,Saturday
Kensington,392000,17/06/2017,Saturday
Kensington,1150000,17/06/2017,Saturday
Kensington,1415000,17/06/2017,Saturday
Kensington,370000,17/06/2017,Saturday
Kingsbury,1250000,17/06/2017,Saturday
Kingsville,735000,17/06/2017,Saturday
Maidstone,505500,17/06/2017,Saturday
Malvern East,2520000,17/06/2017,Saturday
Maribyrnong,301000,17/06/2017,Saturday
McKinnon,960000,17/06/2017,Saturday
Melbourne,740000,17/06/2017,Saturday
Middle Park,2500000,17/06/2017,Saturday
Mitcham,1302000,17/06/2017,Saturday
Mitcham,800000,17/06/2017,Saturday
Moonee Ponds,1850000,17/06/2017,Saturday
Moonee Ponds,222000,17/06/2017,Saturday
Mount Waverley,1530000,17/06/2017,Saturday
Mount Waverley,1352000,17/06/2017,Saturday
Mount Waverley,1360000,17/06/2017,Saturday
Mount Waverley,1530000,17/06/2017,Saturday
Mount Waverley,1728000,17/06/2017,Saturday
Mulgrave,2000000,17/06/2017,Saturday
Mulgrave,901000,17/06/2017,Saturday
Mulgrave,757500,17/06/2017,Saturday
Mulgrave,757000,17/06/2017,Saturday
Mulgrave,902000,17/06/2017,Saturday
Murrumbeena,900000,17/06/2017,Saturday
Murrumbeena,660000,17/06/2017,Saturday
Murrumbeena,1561000,17/06/2017,Saturday
Newport,1005000,17/06/2017,Saturday
Niddrie,1300000,17/06/2017,Saturday
Niddrie,1751000,17/06/2017,Saturday
North Melbourne,1000000,17/06/2017,Saturday
North Melbourne,780000,17/06/2017,Saturday
North Melbourne,550000,17/06/2017,Saturday
Northcote,1001000,17/06/2017,Saturday
Northcote,905000,17/06/2017,Saturday
Northcote,1305000,17/06/2017,Saturday
Northcote,1516000,17/06/2017,Saturday
Northcote,503000,17/06/2017,Saturday
Notting Hill,840000,17/06/2017,Saturday
Nunawading,1430000,17/06/2017,Saturday
Nunawading,913000,17/06/2017,Saturday
Nunawading,1060000,17/06/2017,Saturday
Nunawading,806000,17/06/2017,Saturday
Oak Park,840000,17/06/2017,Saturday
Oak Park,1071888,17/06/2017,Saturday
Oak Park,790000,17/06/2017,Saturday
Oakleigh East,820000,17/06/2017,Saturday
Ormond,695000,17/06/2017,Saturday
Parkville,850000,17/06/2017,Saturday
Parkville,900000,17/06/2017,Saturday
Pascoe Vale,1260000,17/06/2017,Saturday
Pascoe Vale,1199000,17/06/2017,Saturday
Port Melbourne,1355000,17/06/2017,Saturday
Port Melbourne,1388000,17/06/2017,Saturday
Port Melbourne,964000,17/06/2017,Saturday
Prahran,1805000,17/06/2017,Saturday
Prahran,1420000,17/06/2017,Saturday
Prahran,735000,17/06/2017,Saturday
Prahran,440000,17/06/2017,Saturday
Prahran,2200000,17/06/2017,Saturday
Prahran,2300000,17/06/2017,Saturday
Preston,727000,17/06/2017,Saturday
Preston,1017500,17/06/2017,Saturday
Preston,1050000,17/06/2017,Saturday
Preston,840000,17/06/2017,Saturday
Reservoir,510000,17/06/2017,Saturday
Reservoir,930000,17/06/2017,Saturday
Reservoir,635000,17/06/2017,Saturday
Reservoir,850000,17/06/2017,Saturday
Reservoir,780000,17/06/2017,Saturday
Richmond,1172000,17/06/2017,Saturday
Richmond,1255000,17/06/2017,Saturday
Richmond,1275000,17/06/2017,Saturday
Richmond,1120000,17/06/2017,Saturday
Richmond,1190000,17/06/2017,Saturday
Richmond,534000,17/06/2017,Saturday
Richmond,1425000,17/06/2017,Saturday
Richmond,650000,17/06/2017,Saturday
Ringwood,475000,17/06/2017,Saturday
Ringwood,800000,17/06/2017,Saturday
Ringwood East,1175000,17/06/2017,Saturday
Ringwood North,755000,17/06/2017,Saturday
Ringwood North,602000,17/06/2017,Saturday
Rowville,1005800,17/06/2017,Saturday
Rowville,1275000,17/06/2017,Saturday
Sandringham,760000,17/06/2017,Saturday
Seaholme,1410000,17/06/2017,Saturday
Seddon,900000,17/06/2017,Saturday
Seddon,322500,17/06/2017,Saturday
Seddon,900000,17/06/2017,Saturday
South Melbourne,1250000,17/06/2017,Saturday
South Melbourne,407500,17/06/2017,Saturday
South Yarra,1050000,17/06/2017,Saturday
South Yarra,771000,17/06/2017,Saturday
Southbank,642500,17/06/2017,Saturday
Southbank,422500,17/06/2017,Saturday
St Albans,460000,17/06/2017,Saturday
St Albans,610000,17/06/2017,Saturday
St Albans,630000,17/06/2017,Saturday
St Albans,500000,17/06/2017,Saturday
St Kilda,615000,17/06/2017,Saturday
Sunshine,660000,17/06/2017,Saturday
Sunshine,810000,17/06/2017,Saturday
Sunshine,805000,17/06/2017,Saturday
Sunshine West,453000,17/06/2017,Saturday
Sydenham,471000,17/06/2017,Saturday
Taylors Lakes,780000,17/06/2017,Saturday
Taylors Lakes,715000,17/06/2017,Saturday
Templestowe,2000000,17/06/2017,Saturday
Templestowe Lower,1240000,17/06/2017,Saturday
Thornbury,756000,17/06/2017,Saturday
Thornbury,1205500,17/06/2017,Saturday
Thornbury,1031000,17/06/2017,Saturday
Toorak,2500000,17/06/2017,Saturday
Vermont,1041000,17/06/2017,Saturday
Vermont South,1050000,17/06/2017,Saturday
Vermont South,1208000,17/06/2017,Saturday
Wantirna South,2020000,17/06/2017,Saturday
Windsor,1400000,17/06/2017,Saturday
Yarraville,1035000,17/06/2017,Saturday
Abbotsford,855000,24/06/2017,Saturday
Aberfeldie,1210000,24/06/2017,Saturday
Airport West,737500,24/06/2017,Saturday
Airport West,905000,24/06/2017,Saturday
Albanvale,526500,24/06/2017,Saturday
Albert Park,685000,24/06/2017,Saturday
Albert Park,1800000,24/06/2017,Saturday
Alphington,1800000,24/06/2017,Saturday
Alphington,330000,24/06/2017,Saturday
Altona,1020000,24/06/2017,Saturday
Altona,1280000,24/06/2017,Saturday
Altona North,875000,24/06/2017,Saturday
Ascot Vale,1010000,24/06/2017,Saturday
Ascot Vale,819000,24/06/2017,Saturday
Ascot Vale,990000,24/06/2017,Saturday
Ascot Vale,1200000,24/06/2017,Saturday
Ascot Vale,1375000,24/06/2017,Saturday
Ascot Vale,1100000,24/06/2017,Saturday
Ashwood,1425000,24/06/2017,Saturday
Avondale Heights,773000,24/06/2017,Saturday
Balaclava,1475000,24/06/2017,Saturday
Bayswater,1030000,24/06/2017,Saturday
Bayswater North,700000,24/06/2017,Saturday
Bentleigh,1900000,24/06/2017,Saturday
Bentleigh East,1410000,24/06/2017,Saturday
Bentleigh East,817000,24/06/2017,Saturday
Bentleigh East,1815000,24/06/2017,Saturday
Bentleigh East,1225000,24/06/2017,Saturday
Blackburn,880000,24/06/2017,Saturday
Blackburn,1562000,24/06/2017,Saturday
Blackburn,1530000,24/06/2017,Saturday
Blackburn South,1264000,24/06/2017,Saturday
Box Hill,2150500,24/06/2017,Saturday
Braybrook,810000,24/06/2017,Saturday
Braybrook,570000,24/06/2017,Saturday
Brighton,2655000,24/06/2017,Saturday
Brighton,3275000,24/06/2017,Saturday
Brighton East,2720000,24/06/2017,Saturday
Brighton East,2525000,24/06/2017,Saturday
Brighton East,1300000,24/06/2017,Saturday
Brunswick,1275000,24/06/2017,Saturday
Brunswick,900000,24/06/2017,Saturday
Brunswick,520000,24/06/2017,Saturday
Brunswick,1275000,24/06/2017,Saturday
Brunswick,1204000,24/06/2017,Saturday
Brunswick,730000,24/06/2017,Saturday
Brunswick West,1268000,24/06/2017,Saturday
Brunswick West,1445000,24/06/2017,Saturday
Burwood,1325000,24/06/2017,Saturday
Burwood,1052000,24/06/2017,Saturday
Carlton,1000000,24/06/2017,Saturday
Carlton,720000,24/06/2017,Saturday
Carlton North,1717500,24/06/2017,Saturday
Carlton North,2400000,24/06/2017,Saturday
Carlton North,1950000,24/06/2017,Saturday
Carnegie,817500,24/06/2017,Saturday
Caulfield North,1520000,24/06/2017,Saturday
Caulfield South,1700000,24/06/2017,Saturday
Caulfield South,960000,24/06/2017,Saturday
Cheltenham,800000,24/06/2017,Saturday
Cheltenham,877000,24/06/2017,Saturday
Cheltenham,1255000,24/06/2017,Saturday
Cheltenham,900000,24/06/2017,Saturday
Cheltenham,1199000,24/06/2017,Saturday
Cheltenham,1500000,24/06/2017,Saturday
Clayton,780000,24/06/2017,Saturday
Coburg,862500,24/06/2017,Saturday
Coburg,1020000,24/06/2017,Saturday
Coburg,996000,24/06/2017,Saturday
Collingwood,1095000,24/06/2017,Saturday
Croydon,985500,24/06/2017,Saturday
Croydon,720000,24/06/2017,Saturday
Croydon,860000,24/06/2017,Saturday
Deer Park,650000,24/06/2017,Saturday
Deer Park,716000,24/06/2017,Saturday
Deer Park,645000,24/06/2017,Saturday
Doncaster East,1255000,24/06/2017,Saturday
Doncaster East,1369000,24/06/2017,Saturday
Donvale,902000,24/06/2017,Saturday
East Melbourne,885000,24/06/2017,Saturday
Elwood,1800000,24/06/2017,Saturday
Essendon,1200000,24/06/2017,Saturday
Essendon,720000,24/06/2017,Saturday
Essendon,410000,24/06/2017,Saturday
Essendon,930000,24/06/2017,Saturday
Essendon,600000,24/06/2017,Saturday
Essendon West,1390000,24/06/2017,Saturday
Fitzroy,700000,24/06/2017,Saturday
Fitzroy North,1275000,24/06/2017,Saturday
Fitzroy North,1680000,24/06/2017,Saturday
Flemington,1340000,24/06/2017,Saturday
Forest Hill,800000,24/06/2017,Saturday
Glenroy,1100000,24/06/2017,Saturday
Glenroy,512000,24/06/2017,Saturday
Gowanbrae,820000,24/06/2017,Saturday
Hampton,1600000,24/06/2017,Saturday
Hampton,1325000,24/06/2017,Saturday
Hampton,3150000,24/06/2017,Saturday
Hampton,1285000,24/06/2017,Saturday
Hampton,685000,24/06/2017,Saturday
Hampton,878000,24/06/2017,Saturday
Hampton East,957000,24/06/2017,Saturday
Highett,1300000,24/06/2017,Saturday
Highett,1430000,24/06/2017,Saturday
Hillside,660000,24/06/2017,Saturday
Hillside,480000,24/06/2017,Saturday
Keilor,875000,24/06/2017,Saturday
Keilor Downs,670000,24/06/2017,Saturday
Keilor Downs,575000,24/06/2017,Saturday
Kensington,1250000,24/06/2017,Saturday
Kensington,395000,24/06/2017,Saturday
Kensington,840500,24/06/2017,Saturday
Kilsyth,685000,24/06/2017,Saturday
Maidstone,810000,24/06/2017,Saturday
Malvern East,1275000,24/06/2017,Saturday
Malvern East,1690000,24/06/2017,Saturday
Malvern East,3600000,24/06/2017,Saturday
Maribyrnong,815000,24/06/2017,Saturday
Maribyrnong,920000,24/06/2017,Saturday
McKinnon,1172500,24/06/2017,Saturday
Mitcham,890000,24/06/2017,Saturday
Mitcham,960000,24/06/2017,Saturday
Moonee Ponds,286000,24/06/2017,Saturday
Moonee Ponds,1375000,24/06/2017,Saturday
Mount Waverley,1200000,24/06/2017,Saturday
Mount Waverley,1387000,24/06/2017,Saturday
Mount Waverley,970000,24/06/2017,Saturday
Mount Waverley,870000,24/06/2017,Saturday
Mount Waverley,1250000,24/06/2017,Saturday
Mulgrave,865000,24/06/2017,Saturday
Murrumbeena,1410000,24/06/2017,Saturday
Murrumbeena,1220500,24/06/2017,Saturday
Murrumbeena,357000,24/06/2017,Saturday
Murrumbeena,1920000,24/06/2017,Saturday
Newport,1250000,24/06/2017,Saturday
Newport,1230000,24/06/2017,Saturday
Newport,1220000,24/06/2017,Saturday
Niddrie,1315000,24/06/2017,Saturday
North Melbourne,570000,24/06/2017,Saturday
North Melbourne,850000,24/06/2017,Saturday
Northcote,1000000,24/06/2017,Saturday
Northcote,1240000,24/06/2017,Saturday
Northcote,1590000,24/06/2017,Saturday
Northcote,1275000,24/06/2017,Saturday
Northcote,1350000,24/06/2017,Saturday
Nunawading,1075000,24/06/2017,Saturday
Oak Park,821000,24/06/2017,Saturday
Oak Park,1071888,24/06/2017,Saturday
Oak Park,560000,24/06/2017,Saturday
Oakleigh,1750000,24/06/2017,Saturday
Oakleigh East,1210000,24/06/2017,Saturday
Ormond,790000,24/06/2017,Saturday
Pascoe Vale,955000,24/06/2017,Saturday
Pascoe Vale,860000,24/06/2017,Saturday
Pascoe Vale,740000,24/06/2017,Saturday
Port Melbourne,816000,24/06/2017,Saturday
Port Melbourne,800000,24/06/2017,Saturday
Prahran,1020000,24/06/2017,Saturday
Prahran,660000,24/06/2017,Saturday
Preston,1242000,24/06/2017,Saturday
Preston,1365000,24/06/2017,Saturday
Preston,691000,24/06/2017,Saturday
Preston,660000,24/06/2017,Saturday
Preston,875000,24/06/2017,Saturday
Preston,1350000,24/06/2017,Saturday
Preston,1020000,24/06/2017,Saturday
Reservoir,630000,24/06/2017,Saturday
Reservoir,877500,24/06/2017,Saturday
Reservoir,912000,24/06/2017,Saturday
Reservoir,550000,24/06/2017,Saturday
Reservoir,685000,24/06/2017,Saturday
Reservoir,270000,24/06/2017,Saturday
Reservoir,911000,24/06/2017,Saturday
Reservoir,365000,24/06/2017,Saturday
Reservoir,470000,24/06/2017,Saturday
Richmond,890500,24/06/2017,Saturday
Richmond,355000,24/06/2017,Saturday
Richmond,1300000,24/06/2017,Saturday
Richmond,717000,24/06/2017,Saturday
Richmond,1530000,24/06/2017,Saturday
Ringwood,1291000,24/06/2017,Saturday
Ringwood,1085000,24/06/2017,Saturday
Ringwood North,750000,24/06/2017,Saturday
Ripponlea,1005000,24/06/2017,Saturday
Rowville,860000,24/06/2017,Saturday
Sandringham,1770000,24/06/2017,Saturday
Sandringham,2250000,24/06/2017,Saturday
Scoresby,833800,24/06/2017,Saturday
Seddon,1085000,24/06/2017,Saturday
South Melbourne,1700000,24/06/2017,Saturday
South Yarra,470000,24/06/2017,Saturday
South Yarra,945000,24/06/2017,Saturday
South Yarra,900000,24/06/2017,Saturday
South Yarra,1810000,24/06/2017,Saturday
Spotswood,785000,24/06/2017,Saturday
St Albans,600000,24/06/2017,Saturday
St Kilda,1650000,24/06/2017,Saturday
Strathmore,883000,24/06/2017,Saturday
Strathmore,1650000,24/06/2017,Saturday
Sunshine West,780000,24/06/2017,Saturday
Sunshine West,518000,24/06/2017,Saturday
Taylors Lakes,716000,24/06/2017,Saturday
Templestowe,1450000,24/06/2017,Saturday
Templestowe,1860000,24/06/2017,Saturday
Templestowe Lower,1181000,24/06/2017,Saturday
Templestowe Lower,1352000,24/06/2017,Saturday
Thornbury,1250000,24/06/2017,Saturday
Thornbury,1460000,24/06/2017,Saturday
Thornbury,1000000,24/06/2017,Saturday
Thornbury,1420000,24/06/2017,Saturday
Toorak,640000,24/06/2017,Saturday
Travancore,856000,24/06/2017,Saturday
Vermont,1235000,24/06/2017,Saturday
Vermont South,1425000,24/06/2017,Saturday
Vermont South,1650000,24/06/2017,Saturday
Vermont South,1400000,24/06/2017,Saturday
Vermont South,1290000,24/06/2017,Saturday
Wantirna,1000000,24/06/2017,Saturday
Wantirna South,1160000,24/06/2017,Saturday
Wantirna South,1180000,24/06/2017,Saturday
West Footscray,749000,24/06/2017,Saturday
West Melbourne,1370000,24/06/2017,Saturday
Wheelers Hill,1272000,24/06/2017,Saturday
Windsor,957500,24/06/2017,Saturday
Windsor,2080000,24/06/2017,Saturday
Airport West,640000,1/07/2017,Saturday
Airport West,961000,1/07/2017,Saturday
Albert Park,1535000,1/07/2017,Saturday
Albion,570000,1/07/2017,Saturday
Alphington,2345000,1/07/2017,Saturday
Altona North,900000,1/07/2017,Saturday
Armadale,5200000,1/07/2017,Saturday
Ashwood,1225000,1/07/2017,Saturday
Avondale Heights,622000,1/07/2017,Saturday
Avondale Heights,825000,1/07/2017,Saturday
Bayswater,640000,1/07/2017,Saturday
Bayswater North,500000,1/07/2017,Saturday
Beaumaris,1221000,1/07/2017,Saturday
Beaumaris,1823000,1/07/2017,Saturday
Beaumaris,2000000,1/07/2017,Saturday
Bentleigh,1365000,1/07/2017,Saturday
Bentleigh,1045000,1/07/2017,Saturday
Bentleigh East,1220000,1/07/2017,Saturday
Boronia,642000,1/07/2017,Saturday
Brighton,2650000,1/07/2017,Saturday
Brighton,380000,1/07/2017,Saturday
Brighton,3250000,1/07/2017,Saturday
Brighton East,1731000,1/07/2017,Saturday
Brunswick,692000,1/07/2017,Saturday
Brunswick East,1305000,1/07/2017,Saturday
Brunswick West,1100000,1/07/2017,Saturday
Brunswick West,573000,1/07/2017,Saturday
Bulleen,1060000,1/07/2017,Saturday
Burwood East,1088000,1/07/2017,Saturday
Burwood East,1180000,1/07/2017,Saturday
Cairnlea,630000,1/07/2017,Saturday
Carlton,350000,1/07/2017,Saturday
Carlton,620000,1/07/2017,Saturday
Carlton,1760000,1/07/2017,Saturday
Caulfield South,1091500,1/07/2017,Saturday
Cheltenham,1140000,1/07/2017,Saturday
Cheltenham,950000,1/07/2017,Saturday
Cheltenham,425000,1/07/2017,Saturday
Cheltenham,1116000,1/07/2017,Saturday
Clifton Hill,1030000,1/07/2017,Saturday
Coburg,900000,1/07/2017,Saturday
Coburg,922000,1/07/2017,Saturday
Coburg,1077000,1/07/2017,Saturday
Coburg North,805000,1/07/2017,Saturday
Croydon,932000,1/07/2017,Saturday
Croydon,570000,1/07/2017,Saturday
Croydon,875000,1/07/2017,Saturday
Croydon North,810000,1/07/2017,Saturday
Doncaster,840000,1/07/2017,Saturday
Doncaster East,1856000,1/07/2017,Saturday
Donvale,2705000,1/07/2017,Saturday
Essendon,1325000,1/07/2017,Saturday
Essendon,310000,1/07/2017,Saturday
Essendon,864000,1/07/2017,Saturday
Essendon,291000,1/07/2017,Saturday
Essendon West,750000,1/07/2017,Saturday
Essendon West,2200000,1/07/2017,Saturday
Fairfield,1550000,1/07/2017,Saturday
Fitzroy North,1350000,1/07/2017,Saturday
Fitzroy North,1852000,1/07/2017,Saturday
Fitzroy North,1100000,1/07/2017,Saturday
Footscray,170000,1/07/2017,Saturday
Forest Hill,1372000,1/07/2017,Saturday
Forest Hill,850500,1/07/2017,Saturday
Glenroy,525000,1/07/2017,Saturday
Glenroy,847000,1/07/2017,Saturday
Hadfield,500000,1/07/2017,Saturday
Hampton,1210000,1/07/2017,Saturday
Hampton East,1140000,1/07/2017,Saturday
Highett,645000,1/07/2017,Saturday
Hillside,650500,1/07/2017,Saturday
Huntingdale,750000,1/07/2017,Saturday
Keilor Downs,810000,1/07/2017,Saturday
Keilor Downs,735000,1/07/2017,Saturday
Keilor East,520000,1/07/2017,Saturday
Keilor Lodge,640000,1/07/2017,Saturday
Kensington,967000,1/07/2017,Saturday
Kensington,850000,1/07/2017,Saturday
Kensington,500000,1/07/2017,Saturday
Kensington,535000,1/07/2017,Saturday
Kings Park,520000,1/07/2017,Saturday
Kings Park,530000,1/07/2017,Saturday
Kingsville,1020000,1/07/2017,Saturday
Kingsville,210000,1/07/2017,Saturday
Maidstone,280000,1/07/2017,Saturday
Maidstone,520000,1/07/2017,Saturday
Maidstone,895000,1/07/2017,Saturday
Malvern East,2110000,1/07/2017,Saturday
Maribyrnong,1050000,1/07/2017,Saturday
Mitcham,950000,1/07/2017,Saturday
Mitcham,970000,1/07/2017,Saturday
Moonee Ponds,1810000,1/07/2017,Saturday
Moonee Ponds,1020000,1/07/2017,Saturday
Moonee Ponds,1250000,1/07/2017,Saturday
Mount Waverley,1205000,1/07/2017,Saturday
Mount Waverley,1720000,1/07/2017,Saturday
Mount Waverley,1600000,1/07/2017,Saturday
Mount Waverley,944000,1/07/2017,Saturday
Mount Waverley,1385000,1/07/2017,Saturday
Mount Waverley,2000000,1/07/2017,Saturday
Newport,710000,1/07/2017,Saturday
Newport,1330000,1/07/2017,Saturday
North Melbourne,550000,1/07/2017,Saturday
North Melbourne,962000,1/07/2017,Saturday
North Melbourne,936000,1/07/2017,Saturday
Northcote,1900000,1/07/2017,Saturday
Northcote,1605000,1/07/2017,Saturday
Northcote,1415000,1/07/2017,Saturday
Northcote,390000,1/07/2017,Saturday
Nunawading,1100000,1/07/2017,Saturday
Nunawading,926000,1/07/2017,Saturday
Oak Park,610000,1/07/2017,Saturday
Oakleigh East,1525000,1/07/2017,Saturday
Oakleigh East,1900000,1/07/2017,Saturday
Ormond,454000,1/07/2017,Saturday
Ormond,562000,1/07/2017,Saturday
Pascoe Vale,870000,1/07/2017,Saturday
Pascoe Vale,800000,1/07/2017,Saturday
Pascoe Vale,1501000,1/07/2017,Saturday
Pascoe Vale,1663000,1/07/2017,Saturday
Pascoe Vale,780000,1/07/2017,Saturday
Port Melbourne,1631000,1/07/2017,Saturday
Port Melbourne,1665000,1/07/2017,Saturday
Port Melbourne,2450000,1/07/2017,Saturday
Prahran,399000,1/07/2017,Saturday
Prahran,1240000,1/07/2017,Saturday
Preston,965000,1/07/2017,Saturday
Reservoir,840000,1/07/2017,Saturday
Reservoir,560000,1/07/2017,Saturday
Reservoir,900000,1/07/2017,Saturday
Reservoir,902000,1/07/2017,Saturday
Reservoir,825000,1/07/2017,Saturday
Reservoir,801000,1/07/2017,Saturday
Reservoir,668500,1/07/2017,Saturday
Richmond,1165000,1/07/2017,Saturday
Richmond,890500,1/07/2017,Saturday
Richmond,1442000,1/07/2017,Saturday
Ringwood East,560000,1/07/2017,Saturday
Rowville,870000,1/07/2017,Saturday
Sandringham,643500,1/07/2017,Saturday
Seddon,750000,1/07/2017,Saturday
Seddon,850000,1/07/2017,Saturday
South Yarra,857000,1/07/2017,Saturday
South Yarra,1160000,1/07/2017,Saturday
South Yarra,1235000,1/07/2017,Saturday
St Albans,565000,1/07/2017,Saturday
St Albans,610000,1/07/2017,Saturday
St Kilda,350000,1/07/2017,Saturday
St Kilda,525000,1/07/2017,Saturday
St Kilda,517500,1/07/2017,Saturday
St Kilda,365000,1/07/2017,Saturday
St Kilda,460000,1/07/2017,Saturday
Strathmore,646000,1/07/2017,Saturday
Sunshine,525000,1/07/2017,Saturday
Sunshine North,780000,1/07/2017,Saturday
Sunshine West,765000,1/07/2017,Saturday
Taylors Lakes,427500,1/07/2017,Saturday
Templestowe Lower,1705000,1/07/2017,Saturday
The Basin,551200,1/07/2017,Saturday
Thornbury,2070000,1/07/2017,Saturday
Toorak,2800000,1/07/2017,Saturday
Tullamarine,500000,1/07/2017,Saturday
Tullamarine,821000,1/07/2017,Saturday
Vermont,917000,1/07/2017,Saturday
Wantirna,450000,1/07/2017,Saturday
Wantirna South,1015000,1/07/2017,Saturday
West Footscray,845000,1/07/2017,Saturday
West Footscray,876000,1/07/2017,Saturday
Yarraville,1000000,1/07/2017,Saturday
Yarraville,1240000,1/07/2017,Saturday
Yarraville,1115000,1/07/2017,Saturday
Abbotsford,550000,8/07/2017,Saturday
Airport West,670000,8/07/2017,Saturday
Albert Park,3560000,8/07/2017,Saturday
Altona North,1500000,8/07/2017,Saturday
Altona North,1030000,8/07/2017,Saturday
Armadale,1200000,8/07/2017,Saturday
Ascot Vale,1130000,8/07/2017,Saturday
Avondale Heights,820000,8/07/2017,Saturday
Avondale Heights,680000,8/07/2017,Saturday
Avondale Heights,720000,8/07/2017,Saturday
Avondale Heights,1107500,8/07/2017,Saturday
Balaclava,328500,8/07/2017,Saturday
Bayswater,900000,8/07/2017,Saturday
Bayswater,520000,8/07/2017,Saturday
Bentleigh,380000,8/07/2017,Saturday
Blackburn,485000,8/07/2017,Saturday
Blackburn South,1291000,8/07/2017,Saturday
Boronia,775000,8/07/2017,Saturday
Boronia,820000,8/07/2017,Saturday
Box Hill,2285000,8/07/2017,Saturday
Braybrook,797000,8/07/2017,Saturday
Braybrook,760000,8/07/2017,Saturday
Braybrook,590000,8/07/2017,Saturday
Brighton,1180000,8/07/2017,Saturday
Brighton East,585000,8/07/2017,Saturday
Brighton East,1580000,8/07/2017,Saturday
Brooklyn,515000,8/07/2017,Saturday
Brunswick,1515000,8/07/2017,Saturday
Brunswick,1037000,8/07/2017,Saturday
Brunswick,1100000,8/07/2017,Saturday
Brunswick East,1330000,8/07/2017,Saturday
Brunswick East,937000,8/07/2017,Saturday
Brunswick East,290000,8/07/2017,Saturday
Burwood,1530000,8/07/2017,Saturday
Burwood East,1150000,8/07/2017,Saturday
Burwood East,1600000,8/07/2017,Saturday
Cairnlea,636000,8/07/2017,Saturday
Carnegie,1530000,8/07/2017,Saturday
Carnegie,750000,8/07/2017,Saturday
Carnegie,286000,8/07/2017,Saturday
